avg_prediction_words,deletions,exact_match,function_word_error_rate,insertions,non_empty_ratio,prediction_path,prediction_reference_length_ratio,rare_word_error_rate,substitutions,system,utterances,wer,wer_duration_10-15s,wer_duration_5-10s,wer_duration_ge15s,wer_duration_lt5s
20.026335877862596,1332,28,0.17987571701720842,1225,1.0,results/predictions/deep_dive/e17_k500_centroid_bilstm_ctc_test.jsonl,0.997964850882532,0.7678446710434418,17360,e17_k500_centroid_bilstm_ctc,2620,0.37882303712720633,0.33485613528893166,0.3681556195965418,0.32802814541799297,0.5120094889789464
17.324711500198966,1980,7,0.2665486321320464,1168,1.0,results/predictions/deep_dive/e18_k200_embedding_bilstm_ctc_dev.jsonl,0.9816906807368825,0.8535021888680425,18501,e18_k200_embedding_bilstm_ctc,2513,0.4881508038512706,0.4418714184786875,0.4571037993777694,,0.6082146979607541
19.875954198473284,2146,6,0.27151051625239003,1645,1.0,results/predictions/deep_dive/e18_k200_embedding_bilstm_ctc_test.jsonl,0.9904709373097992,0.8565442100852074,22418,e18_k200_embedding_bilstm_ctc,2620,0.49849741326841146,0.45235232828404265,0.49041232542673463,0.44546825263863293,0.6324009093604823
17.73656983684839,578,45,0.11125706779370609,801,1.0,results/predictions/deep_dive/e20a_1h_layer8_bilstm_ctc_dev.jsonl,1.005028298270536,0.7116948092557849,12204,e20a_1h_layer8_bilstm_ctc,2513,0.30627522604793794,0.2761598241620221,0.27415857452625625,,0.4087148903424394
20.203053435114505,673,45,0.11711281070745698,1029,1.0,results/predictions/deep_dive/e20a_1h_layer8_bilstm_ctc_test.jsonl,1.0067711503347534,0.7104344182148344,14928,e20a_1h_layer8_bilstm_ctc,2620,0.31630401704199634,0.277230103390238,0.30348038129017957,0.2796113251800972,0.4306612632203222
17.638280939116594,557,146,0.09012507853104118,533,1.0,results/predictions/deep_dive/e20b_3h_layer8_bilstm_ctc_dev.jsonl,0.9994588378542921,0.5805190744215134,8812,e20b_3h_layer8_bilstm_ctc,2513,0.22327448194998759,0.18839783342491562,0.19491845008013575,,0.32387456714120816
20.156106870229006,583,152,0.09775334608030593,816,1.0,results/predictions/deep_dive/e20b_3h_layer8_bilstm_ctc_test.jsonl,1.0044316798539257,0.5824835870931694,11022,e20b_3h_layer8_bilstm_ctc,2620,0.2362484783931832,0.1969223371002645,0.22700066504101085,0.19073546657731613,0.35494711871108037
17.255869478710704,2565,2,0.4760980067393912,1580,1.0,results/predictions/wav2vec2_discrete_k100_bilstm_ctc_dev.jsonl,0.977789803603238,0.8927454659161976,23022,wav2vec2_discrete_k100_bilstm_ctc,2513,0.6125730005186137,0.5643300102048826,0.5878193645705666,,0.7222008464794152
19.909541984732826,2660,2,0.47122370936902486,2247,1.0,results/predictions/wav2vec2_discrete_k100_bilstm_ctc_test.jsonl,0.9921447048082775,0.8973320296130745,27504,wav2vec2_discrete_k100_bilstm_ctc,2620,0.6164599817407181,0.5732948625470866,0.6157171358900465,0.5670128999832468,0.7293664129682712
17.409868682849183,2074,4,0.3744931178251185,1476,1.0,results/predictions/wav2vec2_discrete_k200_bilstm_ctc_dev.jsonl,0.986516043202778,0.8363039399624765,19647,wav2vec2_discrete_k200_bilstm_ctc,2513,0.5230557622494306,0.47248606641023627,0.4948147449797304,,0.6426510196229319
